股票代码,股票名称,试盘模式,试盘日,突破日,入场价,出场日,出场价,持有天数,收益率,出场原因
603191,望变电气,长上影线试盘,20240305,20240306,17.24,20240313,19.25,5,11.66%,max_days
002085,万丰奥威,长上影线试盘,20240306,20240308,8.43,20240315,11.57,5,37.25%,max_days
300709,精研科技,长上影线试盘,20240307,20240308,37.71,20240315,37.26,5,-1.19%,max_days
603191,望变电气,长上影线试盘,20240307,20240312,18.68,20240319,18.46,5,-1.18%,max_days
301071,力量钻石,长上影线试盘,20240307,20240313,33.13,20240320,34.49,5,4.11%,max_days
603000,人民网,长上影线试盘,20240307,20240312,28.49,20240319,28.50,5,0.04%,max_days
002547,春兴精工,长上影线试盘,20240308,20240318,4.64,20240325,4.27,5,-7.93%,stop_loss
002097,山河智能,长上影线试盘,20240311,20240312,7.61,20240319,7.70,5,1.18%,max_days
300324,旋极信息,长上影线试盘,20240312,20240313,3.37,20240315,3.10,2,-7.93%,stop_loss
301368,丰立智能,长上影线试盘,20240312,20240314,48.76,20240321,51.65,5,5.93%,max_days
002777,久远银海,长上影线试盘,20240313,20240319,24.14,20240326,22.23,5,-7.93%,stop_loss
002544,普天科技,长上影线试盘,20240314,20240319,24.36,20240326,23.61,5,-3.08%,max_days
603308,应流股份,长上影线试盘,20240318,20240321,14.58,20240325,13.42,2,-7.93%,stop_loss
300223,北京君正,长上影线试盘,20240319,20240321,68.70,20240325,63.25,2,-7.93%,stop_loss
600593,大连圣亚,长上影线试盘,20240322,20240329,26.88,20240409,27.14,5,0.97%,max_days
600257,大湖股份,长上影线试盘,20240322,20240327,6.42,20240403,7.92,5,23.36%,max_days
688027,国盾量子,长上影线试盘,20240325,20240401,185.86,20240402,171.12,1,-7.93%,stop_loss
002197,证通电子,长上影线试盘,20240325,20240326,10.17,20240327,9.36,1,-7.93%,stop_loss

===== 回测汇总 =====
总信号数,47
突破成功数,18
突破率,38.30%
总交易数,18
胜率,44.44%
总收益率,23.53%
平均收益率,1.31%
平均盈利,10.56%
平均亏损,-6.10%
盈亏比,1.73
最大盈利,37.25%
最大亏损,-7.93%
