v_sh603023="1~威帝股份~603023~5.28~5.33~5.30~310769~157816~152954~5.26~232~5.25~502~5.24~1080~5.23~103~5.22~127~5.28~221~5.29~280~5.30~1133~5.31~334~5.32~940~~20260331161429~-0.05~-0.94~5.45~5.24~5.28/310769/166432153~310769~16643~5.57~1331.62~~5.45~5.24~3.94~29.47~29.47~3.83~5.86~4.80~1.67~-864~5.36~3131.26~582.90~~~0.98~16643.2153~0.0000~0~ ~GP-A~4.97~12.10~0.00~0.29~0.08~6.55~2.67~5.18~7.98~-4.17~558117407~558117407~-17.45~37.86~558117407~~~73.11~0.38~~CNY~0~___D__F__N~5.37~-1367~";
v_sh688069="1~德林海~688069~30.73~31.04~31.18~3541375~1476020~2065355~30.73~144~30.70~36~30.61~16~30.60~138~30.56~2~30.74~40~30.75~2~30.79~9~30.80~41~30.81~78~~20260331161438~-0.31~-1.00~32.56~30.60~30.73/3541375/110855448~3541375~11086~3.13~34.59~~32.56~30.60~6.31~34.72~34.72~2.58~37.25~24.83~1.38~166~31.30~34.59~34.59~~~1.35~11085.5448~0.0000~0~A R~GP-A-KCB~37.00~20.70~1.26~-5.52~-4.23~32.56~11.97~22.04~22.58~42.53~113000000~113000000~32.81~58.34~113000000~~~118.04~0.33~~CNY~0~___D__F__NY~30.50~32~100";
v_sh688069="1~德林海~688069~30.73~31.04~31.18~3541375~1476020~2065355~30.73~144~30.70~36~30.61~16~30.60~138~30.56~2~30.74~40~30.75~2~30.79~9~30.80~41~30.81~78~~20260331161438~-0.31~-1.00~32.56~30.60~30.73/3541375/110855448~3541375~11086~3.13~34.59~~32.56~30.60~6.31~34.72~34.72~2.58~37.25~24.83~1.38~166~31.30~34.59~34.59~~~1.35~11085.5448~0.0000~0~A R~GP-A-KCB~37.00~20.70~1.26~-5.52~-4.23~32.56~11.97~22.04~22.58~42.53~113000000~113000000~32.81~58.34~113000000~~~118.04~0.33~~CNY~0~___D__F__NY~30.50~32~100";
v_sh600867="1~通化东宝~600867~9.49~9.54~9.50~824255~394313~429942~9.49~519~9.48~1437~9.47~577~9.46~545~9.45~723~9.50~1570~9.51~3695~9.52~1228~9.53~1514~9.54~886~~20260331161416~-0.05~-0.52~9.67~9.42~9.49/824255/785015140~824255~78502~4.21~15.16~~9.67~9.42~2.62~185.87~185.87~2.61~10.49~8.59~1.67~-5092~9.52~11.60~-435.05~~~1.08~78501.5140~0.0000~0~ ~GP-A~16.16~13.52~2.61~17.20~14.84~9.68~6.75~5.80~6.87~13.65~1958542829~1958542829~-40.11~17.16~1958542829~~~29.61~-0.11~~CNY~0~___D__F__N~9.58~-4012~";
v_sh603023="1~威帝股份~603023~5.28~5.33~5.30~310769~157816~152954~5.26~232~5.25~502~5.24~1080~5.23~103~5.22~127~5.28~221~5.29~280~5.30~1133~5.31~334~5.32~940~~20260331161429~-0.05~-0.94~5.45~5.24~5.28/310769/166432153~310769~16643~5.57~1331.62~~5.45~5.24~3.94~29.47~29.47~3.83~5.86~4.80~1.67~-864~5.36~3131.26~582.90~~~0.98~16643.2153~0.0000~0~ ~GP-A~4.97~12.10~0.00~0.29~0.08~6.55~2.67~5.18~7.98~-4.17~558117407~558117407~-17.45~37.86~558117407~~~73.11~0.38~~CNY~0~___D__F__N~5.37~-1367~";
v_sh688069="1~德林海~688069~30.73~31.04~31.18~3541375~1476020~2065355~30.73~144~30.70~36~30.61~16~30.60~138~30.56~2~30.74~40~30.75~2~30.79~9~30.80~41~30.81~78~~20260331161438~-0.31~-1.00~32.56~30.60~30.73/3541375/110855448~3541375~11086~3.13~34.59~~32.56~30.60~6.31~34.72~34.72~2.58~37.25~24.83~1.38~166~31.30~34.59~34.59~~~1.35~11085.5448~0.0000~0~A R~GP-A-KCB~37.00~20.70~1.26~-5.52~-4.23~32.56~11.97~22.04~22.58~42.53~113000000~113000000~32.81~58.34~113000000~~~118.04~0.33~~CNY~0~___D__F__NY~30.50~32~100";
v_sh600867="1~通化东宝~600867~9.49~9.54~9.50~824255~394313~429942~9.49~519~9.48~1437~9.47~577~9.46~545~9.45~723~9.50~1570~9.51~3695~9.52~1228~9.53~1514~9.54~886~~20260331161416~-0.05~-0.52~9.67~9.42~9.49/824255/785015140~824255~78502~4.21~15.16~~9.67~9.42~2.62~185.87~185.87~2.61~10.49~8.59~1.67~-5092~9.52~11.60~-435.05~~~1.08~78501.5140~0.0000~0~ ~GP-A~16.16~13.52~2.61~17.20~14.84~9.68~6.75~5.80~6.87~13.65~1958542829~1958542829~-40.11~17.16~1958542829~~~29.61~-0.11~~CNY~0~___D__F__N~9.58~-4012~";
v_sz301153="51~中科江南~301153~24.84~24.18~24.13~169060~95591~73469~24.83~20~24.81~12~24.80~40~24.79~7~24.78~5~24.84~687~24.85~369~24.86~540~24.87~176~24.88~114~~20260331161412~0.66~2.73~24.96~24.02~24.84/169060/417258282~169060~41726~5.14~86.89~~24.96~24.02~3.89~81.78~87.65~4.74~29.02~19.34~1.88~-1802~24.68~86.89~86.89~~~1.77~41725.8282~0.0000~0~ AR~GP-A-CYB~0.49~20.88~0.72~5.46~4.20~28.50~18.88~14.52~18.40~22.79~329230008~352850580~-91.47~-1.23~329230008~~~-5.31~0.12~~CNY~0~~24.93~-309~";
v_sz300780="51~德恩精工~300780~22.51~21.89~22.08~236837~117740~119097~22.51~60~22.50~23~22.49~43~22.48~19~22.47~23~22.53~140~22.54~2~22.55~121~22.56~218~22.57~304~~20260331161457~0.62~2.83~23.80~21.79~22.51/236837/547507049~236837~54751~22.02~-26.18~~23.80~21.79~9.18~24.21~33.02~3.22~26.27~17.51~3.31~-617~23.12~-76.28~-25.25~~~1.87~54750.7049~2.9263~13~ A~GP-A-CYB~16.75~12.66~0.00~-12.32~-7.11~32.99~11.28~5.19~1.63~17.48~107535012~146670000~-64.74~40.51~107535012~~~47.80~-0.18~~CNY~0~~22.60~-315~";
v_sz301018="51~申菱环境~301018~91.52~97.11~97.33~96365~40526~55839~91.52~9~91.51~1~91.46~3~91.43~2~91.41~6~91.55~6~91.56~14~91.57~5~91.58~75~91.59~151~~20260331161403~-5.59~-5.76~97.99~91.19~91.52/96365/903004034~96365~90300~4.84~198.31~~97.99~91.19~7.00~182.12~243.49~9.18~116.53~77.69~1.02~-230~93.71~121.67~210.70~~~2.25~90300.4034~0.0000~0~ AR~GP-A-CYB~44.08~4.20~0.17~4.63~2.18~118.00~27.20~-4.68~-7.35~35.46~198999414~266052564~-84.56~148.16~198999414~~~133.95~-0.19~~CNY~0~~91.61~-60~";
v_sh688630="1~芯碁微装~688630~193.40~199.57~196.00~6331090~3143368~3187722~193.40~15~193.02~4~193.01~2~193.00~9~192.88~4~193.52~6~193.70~71~193.71~3~193.90~2~194.00~21~~20260331161455~-6.17~-3.09~200.00~190.90~193.40/6331090/1236334232~6331090~123633~4.81~87.88~~200.00~190.90~4.56~254.79~254.79~11.04~239.48~159.66~1.15~-69~195.28~87.88~87.88~~~2.61~123633.4232~0.0000~0~A R~GP-A-KCB~43.76~6.56~0.19~12.56~9.30~205.80~55.58~13.40~3.64~41.87~131740716~131740716~-50.36~151.20~131740716~~~162.38~0.12~~CNY~0~___D__F__NY~194.50~-29~100";
